lookback_months,holdings,rebalance,cost_bps,sharpe,cagr,ann_volatility,max_drawdown,calmar,sortino,ann_turnover,avg_exposure,n_periods
3,2,weekly,10,0.4151236707224916,0.05173595858972857,0.14797725746681917,-0.4016226978449301,0.12881731751551617,0.5747525995680614,23.524963072378142,0.7999999999999998,2708
3,2,weekly,20,0.25579226122775084,0.027253461979964033,0.14818235332360744,-0.40548076194742855,0.06721271275379892,0.35186978606958286,23.524963072378142,0.7999999999999998,2708
3,2,monthly,0,0.46155661359200373,0.06372593318086683,0.1623255462461992,-0.4388184237302247,0.14522164461363646,0.6661974715666109,10.869128508124078,0.7999999999999998,2708
3,2,monthly,5,0.4280722514505634,0.0579612496611599,0.16232742238101078,-0.4401742917431476,0.13167795291184722,0.6168290176463124,10.869128508124078,0.7999999999999998,2708
3,2,monthly,10,0.3945404668556204,0.05222429384078109,0.16234912841065732,-0.44173221847944133,0.11822613713926249,0.5675545128737297,10.869128508124078,0.7999999999999998,2708
3,2,monthly,20,0.3273839369353383,0.04083309809432101,0.1624519910979144,-0.44487535507482634,0.09178548019917407,0.46934929629660876,10.869128508124078,0.7999999999999998,2708
3,2,quarterly,0,0.3799205689434661,0.052477927151331594,0.17519475286626066,-0.5315185387389867,0.09873207296933434,0.5301483024198818,4.541211225997046,0.7999999999999998,2708
3,2,quarterly,5,0.36696737509587746,0.050091877407778096,0.1751912811188304,-0.5318991996747762,0.0941755081383958,0.5117875234572391,4.541211225997046,0.7999999999999998,2708
3,2,quarterly,10,0.35399655265823493,0.047709663129384516,0.1751962794359147,-0.5322798606105663,0.08963266630951963,0.49342591178770195,4.541211225997046,0.7999999999999998,2708
3,2,quarterly,20,0.32800956443593293,0.04295672575888432,0.17523168213618406,-0.5330411824821453,0.0805880055249262,0.456699817830027,4.541211225997046,0.7999999999999998,2708
3,3,weekly,0,0.6047855120656124,0.08983939188529799,0.16473492352541708,-0.42188013288727366,0.21295004168708526,0.8521261993056862,23.574593796159526,1.0,2708
3,3,weekly,5,0.5332404927678654,0.07707185033967323,0.1647324225611073,-0.4242100043501724,0.1816832454428698,0.7490378131682429,23.574593796159526,1.0,2708
3,3,weekly,10,0.46161400878316894,0.06444833795693583,0.16475821755005277,-0.4265313927429967,0.15109869766554018,0.646472107616839,23.574593796159526,1.0,2708
3,3,weekly,20,0.3182645075699288,0.03962716479589412,0.16489462770384128,-0.4318934175750081,0.09175218510713228,0.44304932263894814,23.574593796159526,1.0,2708
3,3,monthly,0,0.5002205345934593,0.07223191808454787,0.16743766715766573,-0.4230261008841931,0.17075049963482503,0.7152922320009796,10.732644017725258,1.0,2708
3,3,monthly,5,0.46826672138099257,0.06650046333133663,0.16740339167524818,-0.4245717194184393,0.1566295169693031,0.6685280740064785,10.732644017725258,1.0,2708
3,3,monthly,10,0.4362505579924766,0.06079617823673944,0.16738801594890637,-0.42611423057161335,0.14267577535531742,0.6218414955422563,10.732644017725258,1.0,2708
3,3,monthly,20,0.372074494695833,0.04946866597443855,0.16741397819315873,-0.4291899474021361,0.1152605420370858,0.5287244630436676,10.732644017725258,1.0,2708
3,3,quarterly,0,0.4420661300556394,0.06402058284039325,0.17517609869845402,-0.489196821355091,0.13086876293074465,0.6191232045244703,5.459379615952733,1.0,2708
3,3,quarterly,5,0.42655206149298736,0.06112589029566484,0.17514797598304935,-0.49005070575591314,0.12473380729322064,0.5970135899625147,5.459379615952733,1.0,2708
3,3,quarterly,10,0.4110040293915091,0.05823676300373193,0.17513220130830326,-0.4909039063162687,0.11863169604972025,0.574894756237838,5.459379615952733,1.0,2708
